,gene_id,gene_name,gene_ontology
701,b4371,rsmC,S-adenosylmethionine-dependent methyltransferase activity
702,b4371,rsmC,rRNA (guanine-N2-)-methyltransferase activity
703,b4371,rsmC,rRNA (guanine-N2-)-methyltransferase activity
704,b4371,rsmC,rRNA (guanine-N2-)-methyltransferase activity
705,b4371,rsmC,transferase activity
706,b4371,rsmC,16S rRNA (guanine(1207)-N(2))-methyltransferase activity
707,b4371,rsmC,16S rRNA (guanine(1207)-N(2))-methyltransferase activity
708,b4371,rsmC,16S rRNA (guanine(1207)-N(2))-methyltransferase activity
709,b4371,rsmC,RNA folding chaperone
710,b4371,rsmC,rRNA processing
711,b4371,rsmC,rRNA processing
712,b4371,rsmC,nitrogen compound metabolic process
713,b4371,rsmC,rRNA methylation
714,b4371,rsmC,rRNA methylation
715,b4371,rsmC,methylation
716,b4371,rsmC,methylation
717,b4371,rsmC,RNA folding
718,b4371,rsmC,macromolecule modification
719,b4371,rsmC,primary metabolic process
720,b4371,rsmC,rRNA base methylation
721,b4371,rsmC,cytoplasm
722,b4371,rsmC,cytoplasm
723,b4371,rsmC,cytoplasm
724,b4371,rsmC,cytoplasm
725,b4371,rsmC,cytosol
726,b4367,fhuF,siderophore-dependent iron import into cell
727,b4367,fhuF,reductive iron assimilation
728,b4367,fhuF,reductive iron assimilation
729,b4367,fhuF,ferric-chelate reductase activity
730,b4367,fhuF,catalytic activity
731,b4367,fhuF,oxidoreductase activity
732,b4367,fhuF,"oxidoreductase activity, acting on metal ions"
733,b4367,fhuF,metal ion binding
734,b4367,fhuF,iron-sulfur cluster binding
735,b4367,fhuF,"2 iron, 2 sulfur cluster binding"
736,b4367,fhuF,"2 iron, 2 sulfur cluster binding"
737,b4367,fhuF,"2 iron, 2 sulfur cluster binding"
738,b4367,fhuF,cytoplasm
739,b4367,fhuF,cytoplasm
740,b4367,fhuF,cytosol
741,b4367,fhuF,plasma membrane
742,b4367,fhuF,plasma membrane
743,b4367,fhuF,plasma membrane
744,b4367,fhuF,membrane
745,b4366,bglJ,response to radiation
746,b4366,bglJ,DNA binding
747,b4366,bglJ,DNA binding
748,b4366,bglJ,DNA-binding transcription factor activity
749,b4366,bglJ,protein binding
750,b4366,bglJ,protein binding
751,b4366,bglJ,regulation of DNA-templated transcription
752,b4366,bglJ,regulation of carbohydrate catabolic process
753,b4366,bglJ,positive regulation of DNA-templated transcription
754,b4366,bglJ,positive regulation of DNA-templated transcription
755,b4366,bglJ,transcription regulator complex
756,b4073,nrfD,anaerobic electron transport chain
757,b4073,nrfD,plasma membrane
758,b4073,nrfD,plasma membrane
759,b4073,nrfD,plasma membrane
760,b4073,nrfD,plasma membrane
761,b4073,nrfD,plasma membrane
762,b4073,nrfD,membrane
763,b4073,nrfD,plasma membrane
780,b4358,lgoD,L-galactonate catabolic process
781,b4358,lgoD,zinc ion binding
782,b4358,lgoD,oxidoreductase activity
783,b4358,lgoD,oxidoreductase activity
784,b4358,lgoD,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
785,b4358,lgoD,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
786,b4358,lgoD,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
787,b4358,lgoD,metal ion binding
788,b4067,actP,plasma membrane acetate transport
789,b4067,actP,tellurite transport
790,b4067,actP,acetate transmembrane transporter activity
791,b4067,actP,acetate transmembrane transporter activity
792,b4067,actP,acetate transmembrane transporter activity
793,b4067,actP,symporter activity
794,b4067,actP,tellurite transmembrane transporter activity
795,b4067,actP,transmembrane transporter activity
796,b4067,actP,glycolate transmembrane transporter activity
797,b4067,actP,monoatomic ion transport
798,b4067,actP,sodium ion transport
799,b4067,actP,transmembrane transport
800,b4067,actP,glycolate transmembrane transport
801,b4067,actP,plasma membrane
802,b4067,actP,plasma membrane
803,b4067,actP,plasma membrane
804,b4067,actP,plasma membrane
805,b4067,actP,plasma membrane
806,b4067,actP,plasma membrane
807,b4067,actP,plasma membrane
808,b4067,actP,plasma membrane
809,b4067,actP,membrane
810,b4067,actP,membrane
811,b4067,actP,acetate transmembrane transporter activity
812,b4067,actP,plasma membrane acetate transport
813,b4065,yjcE,antiporter activity
814,b4065,yjcE,monoatomic ion transport
815,b4065,yjcE,monoatomic cation transport
816,b4065,yjcE,sodium ion transport
817,b4065,yjcE,transmembrane transport
818,b4065,yjcE,proton transmembrane transport
819,b4065,yjcE,plasma membrane
820,b4065,yjcE,plasma membrane
821,b4065,yjcE,plasma membrane
822,b4065,yjcE,plasma membrane
823,b4065,yjcE,plasma membrane
824,b4065,yjcE,membrane
825,b4065,yjcE,membrane
826,b4065,yjcE,sodium ion import across plasma membrane
827,b4065,yjcE,potassium ion transmembrane transport
828,b4065,yjcE,sodium:proton antiporter activity
829,b4065,yjcE,potassium:proton antiporter activity
830,b4065,yjcE,plasma membrane
831,b4065,yjcE,regulation of intracellular pH
832,b4061,pdeC,hydrolase activity
833,b4061,pdeC,cyclic-guanylate-specific phosphodiesterase activity
834,b4061,pdeC,cyclic-guanylate-specific phosphodiesterase activity
835,b4061,pdeC,cyclic-guanylate-specific phosphodiesterase activity
836,b4061,pdeC,cyclic-guanylate-specific phosphodiesterase activity
837,b4061,pdeC,cytosol
838,b4061,pdeC,plasma membrane
839,b4061,pdeC,plasma membrane
840,b4061,pdeC,plasma membrane
841,b4061,pdeC,plasma membrane
842,b4061,pdeC,plasma membrane
843,b4061,pdeC,plasma membrane
844,b4061,pdeC,membrane
845,b4061,pdeC,outer membrane-bounded periplasmic space
846,b1773,ydjI,protein homotetramerization
847,b1773,ydjI,zinc ion binding
848,b1773,ydjI,zinc ion binding
849,b1773,ydjI,aldehyde-lyase activity
850,b1773,ydjI,aldehyde-lyase activity
851,b1773,ydjI,identical protein binding
852,b1773,ydjI,carbohydrate metabolic process
853,b1773,ydjI,tagatose-bisphosphate aldolase activity
854,b1773,ydjI,cytosol
855,b0316,yahB,DNA binding
856,b0316,yahB,DNA-binding transcription factor activity
857,b0316,yahB,protein binding
858,b0316,yahB,protein binding
859,b0316,yahB,regulation of DNA-templated transcription
860,b0316,yahB,regulation of DNA-templated transcription
861,b0316,yahB,transcription cis-regulatory region binding
862,b4002,zraP,cellular response to cell envelope stress
863,b4002,zraP,copper ion binding
864,b4002,zraP,zinc ion binding
865,b4002,zraP,zinc ion binding
866,b4002,zraP,zinc ion binding
867,b4002,zraP,nickel cation binding
868,b4002,zraP,nickel cation binding
869,b4002,zraP,identical protein binding
870,b4002,zraP,cobalt ion binding
871,b4002,zraP,cobalt ion binding
872,b4002,zraP,outer membrane-bounded periplasmic space
873,b4002,zraP,periplasmic space
874,b4002,zraP,periplasmic space
875,b2261,menC,menaquinone biosynthetic process
876,b2261,menC,magnesium ion binding
877,b2261,menC,magnesium ion binding
878,b2261,menC,lyase activity
879,b2261,menC,hydro-lyase activity
880,b2261,menC,hydro-lyase activity
881,b2261,menC,hydro-lyase activity
882,b2261,menC,O-succinylbenzoate synthase activity
883,b2261,menC,metal ion binding
884,b2261,menC,menaquinone biosynthetic process
885,b2261,menC,menaquinone biosynthetic process
886,b2261,menC,menaquinone biosynthetic process
887,b2261,menC,menaquinone biosynthetic process
888,b3792,wzxE,enterobacterial common antigen biosynthetic process
889,b3792,wzxE,intramembrane lipid transporter activity
890,b3792,wzxE,enterobacterial common antigen biosynthetic process
891,b3792,wzxE,enterobacterial common antigen biosynthetic process
892,b3792,wzxE,enterobacterial common antigen biosynthetic process
893,b3792,wzxE,lipid translocation
894,b3792,wzxE,plasma membrane
895,b3792,wzxE,plasma membrane
896,b3792,wzxE,plasma membrane
897,b3792,wzxE,plasma membrane
898,b3792,wzxE,plasma membrane
899,b3792,wzxE,plasma membrane
900,b3792,wzxE,membrane
901,b3792,wzxE,membrane
902,b3792,wzxE,plasma membrane
903,b0991,ymcE,plasma membrane
904,b0991,ymcE,plasma membrane
905,b0991,ymcE,plasma membrane
906,b0991,ymcE,membrane
907,b0293,ecpA,pilus
908,b0293,ecpA,pilus
909,b0287,yagU,response to acidic pH
910,b0287,yagU,response to acidic pH
911,b0287,yagU,plasma membrane
912,b0287,yagU,plasma membrane
913,b0287,yagU,plasma membrane
914,b0287,yagU,plasma membrane
915,b0287,yagU,plasma membrane
916,b0287,yagU,membrane
917,b2166,psuK,nucleotide binding
918,b2166,psuK,ATP binding
919,b2166,psuK,kinase activity
920,b2166,psuK,transferase activity
921,b2166,psuK,"transferase activity, transferring phosphorus-containing groups"
922,b2166,psuK,"phosphotransferase activity, alcohol group as acceptor"
923,b2166,psuK,pseudouridine kinase activity
924,b2166,psuK,pseudouridine kinase activity
925,b2166,psuK,pseudouridine kinase activity
926,b2166,psuK,pseudouridine kinase activity
927,b2166,psuK,phosphorylation
928,b3130,yhaV,negative regulation of cell growth
929,b3130,yhaV,nuclease activity
930,b3130,yhaV,endonuclease activity
931,b3130,yhaV,RNA endonuclease activity
932,b3130,yhaV,RNA nuclease activity
933,b3130,yhaV,RNA nuclease activity
934,b3130,yhaV,protein binding
935,b3130,yhaV,hydrolase activity
936,b3130,yhaV,protein homodimerization activity
937,b3130,yhaV,ribosomal large subunit binding
938,b3130,yhaV,regulation of DNA-templated transcription
939,b3130,yhaV,mRNA catabolic process
940,b3130,yhaV,regulation of growth
941,b3130,yhaV,single-species biofilm formation
942,b3130,yhaV,RNA phosphodiester bond hydrolysis
943,b3130,yhaV,"RNA phosphodiester bond hydrolysis, endonucleolytic"
944,b3130,yhaV,toxin-antitoxin complex
945,b3130,yhaV,toxin-antitoxin complex
946,b4000,hupA,DNA-templated transcription
947,b4000,hupA,DNA-templated transcription
948,b4000,hupA,DNA-templated transcription
949,b4000,hupA,DNA-templated transcription
950,b4000,hupA,DNA-templated transcription
951,b4000,hupA,DNA-templated transcription
952,b4000,hupA,DNA-templated transcription
953,b4000,hupA,DNA damage response
954,b4000,hupA,DNA binding
955,b4000,hupA,DNA binding
956,b4000,hupA,DNA binding
957,b4000,hupA,protein binding
958,b4000,hupA,protein binding
959,b4000,hupA,protein binding
960,b4000,hupA,protein binding
961,b4000,hupA,protein binding
962,b4000,hupA,protein binding
963,b4000,hupA,structural constituent of chromatin
964,b4000,hupA,identical protein binding
965,b4000,hupA,DNA replication initiation
966,b4000,hupA,DNA replication initiation
967,b4000,hupA,DNA repair
968,b4000,hupA,chromosome condensation
969,b4000,hupA,bacterial nucleoid packaging
970,b4000,hupA,cytoplasm
971,b4000,hupA,cytosol
972,b4000,hupA,nucleoid
973,b4000,hupA,membrane
974,b4000,hupA,DnaA-HU complex
975,b4000,hupA,HU-DNA complex
976,b4000,hupA,HU-DNA complex
977,b4000,hupA,cytosol
978,b4000,hupA,DNA binding
979,b1825,yebO,plasma membrane
980,b1825,yebO,plasma membrane
981,b1825,yebO,plasma membrane
982,b1825,yebO,membrane
983,b2070,yegI,nucleotide binding
984,b2070,yegI,protein kinase activity
985,b2070,yegI,ATP binding
986,b2070,yegI,ATP binding
987,b2070,yegI,kinase activity
988,b2070,yegI,transferase activity
989,b2070,yegI,protein phosphorylation
990,b2070,yegI,phosphorylation
991,b2549,yphG,carbohydrate binding
992,b2494,bepA,Gram-negative-bacterium-type cell outer membrane assembly
993,b2494,bepA,proteolysis involved in protein catabolic process
994,b2494,bepA,chaperone-mediated protein folding
995,b2494,bepA,protein disulfide isomerase activity
996,b2494,bepA,metalloendopeptidase activity
997,b2494,bepA,metalloendopeptidase activity
998,b2494,bepA,metalloendopeptidase activity
999,b2494,bepA,protein binding
1000,b2494,bepA,protein binding
1001,b2494,bepA,protein binding
1002,b2494,bepA,peptidase activity
1003,b2494,bepA,peptidase activity
1004,b2494,bepA,metallopeptidase activity
1005,b2494,bepA,metallopeptidase activity
1006,b2494,bepA,metallopeptidase activity
1007,b2494,bepA,zinc ion binding
1008,b2494,bepA,zinc ion binding
1009,b2494,bepA,hydrolase activity
1010,b2494,bepA,metal ion binding
1011,b2494,bepA,metal ion binding
1012,b2494,bepA,proteolysis
1013,b2494,bepA,proteolysis
1014,b2494,bepA,chaperone-mediated protein folding
1015,b2494,bepA,membrane
1016,b2494,bepA,membrane
1017,b2494,bepA,outer membrane-bounded periplasmic space
1018,b2494,bepA,periplasmic space
1019,b2494,bepA,periplasmic space
1020,b2494,bepA,periplasmic space
1021,b2494,bepA,membrane
1022,b2494,bepA,proteolysis involved in protein catabolic process
1023,b2494,bepA,metalloendopeptidase activity
1024,b1795,yeaQ,plasma membrane
1025,b1795,yeaQ,plasma membrane
1026,b1795,yeaQ,plasma membrane
1027,b1795,yeaQ,membrane
1028,b1795,yeaQ,membrane
1029,b0016,insL1,DNA binding
1030,b0016,insL1,DNA binding
1031,b0016,insL1,transposase activity
1032,b0016,insL1,DNA recombination
1033,b0016,insL1,DNA transposition
1034,b0016,insL1,transposition
1053,b1728,ydjM,DNA damage response
1054,b1728,ydjM,plasma membrane
1055,b1728,ydjM,plasma membrane
1056,b1728,ydjM,plasma membrane
1057,b1728,ydjM,plasma membrane
1058,b1728,ydjM,membrane
1059,b3262,yhdJ,nucleic acid binding
1060,b3262,yhdJ,DNA binding
1061,b3262,yhdJ,DNA binding
1062,b3262,yhdJ,methyltransferase activity
1063,b3262,yhdJ,methyltransferase activity
1064,b3262,yhdJ,N-methyltransferase activity
1065,b3262,yhdJ,site-specific DNA-methyltransferase (adenine-specific) activity
1066,b3262,yhdJ,site-specific DNA-methyltransferase (adenine-specific) activity
1067,b3262,yhdJ,site-specific DNA-methyltransferase (adenine-specific) activity
1068,b3262,yhdJ,transferase activity
1069,b3262,yhdJ,DNA methylation
1070,b3262,yhdJ,nitrogen compound metabolic process
1071,b3262,yhdJ,methylation
1072,b3262,yhdJ,methylation
1073,b3262,yhdJ,DNA methylation on adenine
1074,b3262,yhdJ,macromolecule modification
1075,b3262,yhdJ,primary metabolic process
1076,b3262,yhdJ,site-specific DNA-methyltransferase (adenine-specific) activity
1077,b3262,yhdJ,cytoplasm
1078,b0197,metQ,protein binding
1079,b0197,metQ,protein binding
1080,b0197,metQ,amino acid transport
1081,b0197,metQ,D-methionine transport
1082,b0197,metQ,methionine import across plasma membrane
1083,b0197,metQ,plasma membrane
1084,b0197,metQ,plasma membrane
1085,b0197,metQ,membrane
1086,b0197,metQ,outer membrane-bounded periplasmic space
1087,b0197,metQ,methionine-importing ABC transporter complex
1088,b0197,metQ,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
1089,b0195,trmO,tRNA methylation
1090,b0195,trmO,tRNA binding
1091,b0195,trmO,RNA binding
1092,b0195,trmO,methyltransferase activity
1093,b0195,trmO,transferase activity
1094,b0195,trmO,tRNA m6t6A37 methyltransferase activity
1095,b0195,trmO,tRNA processing
1096,b0195,trmO,methylation
1097,b0195,trmO,tRNA m6t6A37 methyltransferase activity
1098,b4372,holD,response to radiation
1099,b4372,holD,DNA-directed DNA polymerase activity
1100,b4372,holD,DNA-directed DNA polymerase activity
1101,b4372,holD,DNA-directed DNA polymerase activity
1102,b4372,holD,protein binding
1103,b4372,holD,protein binding
1104,b4372,holD,protein binding
1105,b4372,holD,protein binding
1106,b4372,holD,protein binding
1107,b4372,holD,protein binding
1108,b4372,holD,protein binding
1109,b4372,holD,protein binding
1110,b4372,holD,protein binding
1111,b4372,holD,protein binding
1112,b4372,holD,protein binding
1113,b4372,holD,protein binding
1114,b4372,holD,protein binding
1115,b4372,holD,protein binding
1116,b4372,holD,protein binding
1117,b4372,holD,protein binding
1118,b4372,holD,protein binding
1119,b4372,holD,protein binding
1120,b4372,holD,protein binding
1121,b4372,holD,protein binding
1122,b4372,holD,protein binding
1123,b4372,holD,protein binding
1124,b4372,holD,protein binding
1125,b4372,holD,protein binding
1126,b4372,holD,protein binding
1127,b4372,holD,protein binding
1128,b4372,holD,3'-5' exonuclease activity
1129,b4372,holD,transferase activity
1130,b4372,holD,nucleotidyltransferase activity
1131,b4372,holD,DNA replication
1132,b4372,holD,DNA replication
1133,b4372,holD,DNA replication
1134,b4372,holD,DNA-templated DNA replication
1135,b4372,holD,DNA biosynthetic process
1136,b4372,holD,DNA polymerase III complex
1137,b4372,holD,replisome
1138,b4372,holD,"DNA polymerase III, clamp loader complex"
1139,b1099,holB,DNA-templated DNA replication
1140,b1099,holB,DNA binding
1141,b1099,holB,DNA-directed DNA polymerase activity
1142,b1099,holB,DNA-directed DNA polymerase activity
1143,b1099,holB,DNA-directed DNA polymerase activity
1144,b1099,holB,protein binding
1145,b1099,holB,protein binding
1146,b1099,holB,protein binding
1147,b1099,holB,protein binding
1148,b1099,holB,protein binding
1149,b1099,holB,protein binding
1150,b1099,holB,protein binding
1151,b1099,holB,protein binding
1152,b1099,holB,protein binding
1153,b1099,holB,protein binding
1154,b1099,holB,protein binding
1155,b1099,holB,protein binding
1156,b1099,holB,protein binding
1157,b1099,holB,protein binding
1158,b1099,holB,protein binding
1159,b1099,holB,protein binding
1160,b1099,holB,protein binding
1161,b1099,holB,protein binding
1162,b1099,holB,protein binding
1163,b1099,holB,protein binding
1164,b1099,holB,protein binding
1165,b1099,holB,protein binding
1166,b1099,holB,protein binding
1167,b1099,holB,protein binding
1168,b1099,holB,protein binding
1169,b1099,holB,3'-5' exonuclease activity
1170,b1099,holB,transferase activity
1171,b1099,holB,nucleotidyltransferase activity
1172,b1099,holB,DNA replication
1173,b1099,holB,DNA replication
1174,b1099,holB,DNA replication
1175,b1099,holB,DNA-templated DNA replication
1176,b1099,holB,DNA biosynthetic process
1177,b1099,holB,DNA polymerase III complex
1178,b1099,holB,replisome
1179,b1099,holB,"DNA polymerase III, clamp loader complex"
1180,b1099,holB,DNA polymerase III complex
1181,b1099,holB,DNA polymerase III complex
1182,b1099,holB,DNA polymerase III complex
1183,b1099,holB,DNA-templated DNA replication
